StudyInstanceUID,SOPInstanceUID,annotationMode,labelName,data,qualitativeLabel,height,width,SeriesDescription,ImagerPixelSpacing,SeriesInstanceUID,ManufacturerModelName,PhotometricInterpretation,Split
1.3.6.1.4.1.14519.5.2.1.1239.1759.108455965238478952451941262780,1.3.6.1.4.1.14519.5.2.1.1239.1759.206274591265106274433060948752,line,PNL,"{'vertices': [[1215.79725, 1657.21729], [35.90051, 1258.07007]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.52014005728767498898464506548782035968,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.108455965238478952451941262780,1.3.6.1.4.1.14519.5.2.1.1239.1759.206274591265106274433060948752,line,Pectoralis,"{'vertices': [[-6.05822, 1404.6957], [448.60845, 20.02903]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.52014005728767498898464506548782035968,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.108946225659261532080155214720,1.3.6.1.4.1.14519.5.2.1.1239.1759.789560166877106357578506556617,bounding_box,Nipple,"{'x': 613.94178, 'y': 1392.2957, 'width': 119.86664, 'height': 165.33337}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.94150176270318185190618278112612166936,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.108946225659261532080155214720,1.3.6.1.4.1.14519.5.2.1.1239.1759.789560166877106357578506556617,line,PNL,"{'vertices': [[667.5181, 1468.60926], [57.83167, 1258.07007]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.94150176270318185190618278112612166936,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.108946225659261532080155214720,1.3.6.1.4.1.14519.5.2.1.1239.1759.789560166877106357578506556617,line,Pectoralis,"{'vertices': [[-3.57559, 1415.97446], [470.1376, 78.17332]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.94150176270318185190618278112612166936,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.110405475844866355077565976617,1.3.6.1.4.1.14519.5.2.1.1239.1759.129556672470730005631863001115,bounding_box,Nipple,"{'x': 1272.12668, 'y': 1417.0957, 'width': 124, 'height': 136.3999}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.73359245759905112225903582696052538532,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.110405475844866355077565976617,1.3.6.1.4.1.14519.5.2.1.1239.1759.129556672470730005631863001115,line,PNL,"{'vertices': [[1335.27044, 1481.76796], [1905.48077, 1144.028]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.73359245759905112225903582696052538532,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.110405475844866355077565976617,1.3.6.1.4.1.14519.5.2.1.1239.1759.129556672470730005631863001115,line,Pectoralis,"{'vertices': [[1914, 1144.02798], [1418.60887, 293.09875]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.73359245759905112225903582696052538532,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.115633948895105654468090052590,1.3.6.1.4.1.14519.5.2.1.1239.1759.136266595243792664970021452989,bounding_box,Nipple,"{'x': 1288.66001, 'y': 1636.16237, 'width': 165.33337, 'height': 173.59998}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12348971336828292960988061688304345141,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.115633948895105654468090052590,1.3.6.1.4.1.14519.5.2.1.1239.1759.136266595243792664970021452989,line,PNL,"{'vertices': [[1379.13278, 1723.01079], [1769.50754, 1472.9955]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12348971336828292960988061688304345141,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.115633948895105654468090052590,1.3.6.1.4.1.14519.5.2.1.1239.1759.136266595243792664970021452989,line,Pectoralis,"{'vertices': [[1914, 1687.9209], [1304.56681, 490.47924]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12348971336828292960988061688304345141,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.118994475832455570260022436965,1.3.6.1.4.1.14519.5.2.1.1239.1759.306642590909650566376797318911,bounding_box,Nipple,"{'x': 456.87512, 'y': 1160.82903, 'width': 144.66666, 'height': 181.8667}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.68296730996802885843398432171082215250,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.118994475832455570260022436965,1.3.6.1.4.1.14519.5.2.1.1239.1759.306642590909650566376797318911,line,PNL,"{'vertices': [[562.2485, 1271.22877], [18.35557, 933.4888]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.68296730996802885843398432171082215250,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.118994475832455570260022436965,1.3.6.1.4.1.14519.5.2.1.1239.1759.306642590909650566376797318911,line,Pectoralis,"{'vertices': [[9.58311, 924.71634], [492.06875, 12.37981]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.68296730996802885843398432171082215250,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.124348502696904035055432650669,1.3.6.1.4.1.14519.5.2.1.1239.1759.181591154289160415777058224362,bounding_box,Nipple,"{'x': 419.67511, 'y': 1156.6957, 'width': 235.60001, 'height': 165.33325}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.61165830427023984060180821622707476387,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.124348502696904035055432650669,1.3.6.1.4.1.14519.5.2.1.1239.1759.181591154289160415777058224362,line,PNL,"{'vertices': [[527.15863, 1205.43527], [57.83167, 1038.7584]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.61165830427023984060180821622707476387,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.124348502696904035055432650669,1.3.6.1.4.1.14519.5.2.1.1239.1759.181591154289160415777058224362,line,Pectoralis,"{'vertices': [[9.58311, 1192.27657], [347.32307, 12.37982]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.61165830427023984060180821622707476387,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.126672301257265332601114520039,1.3.6.1.4.1.14519.5.2.1.1239.1759.105705393305216405218760947913,bounding_box,Nipple,"{'x': 733.80842, 'y': 1598.96237, 'width': 103.33337, 'height': 136.40002}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.36669904823268820616885761854820202246,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.126672301257265332601114520039,1.3.6.1.4.1.14519.5.2.1.1239.1759.105705393305216405218760947913,line,PNL,"{'vertices': [[777.17393, 1644.05859], [40.28674, 1262.4563]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.36669904823268820616885761854820202246,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.126672301257265332601114520039,1.3.6.1.4.1.14519.5.2.1.1239.1759.105705393305216405218760947913,line,Pectoralis,"{'vertices': [[9.58311, 1337.02227], [470.1376, 47.46968]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.36669904823268820616885761854820202246,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.129600419621576398995114844510,1.3.6.1.4.1.14519.5.2.1.1239.1759.264718138010810157908411419872,bounding_box,Nipple,"{'x': 1180.20845, 'y': 1574.16237, 'width': 169.46667, 'height': 190.1333}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.99911605942457927986184002712851240229,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.129600419621576398995114844510,1.3.6.1.4.1.14519.5.2.1.1239.1759.264718138010810157908411419872,line,PNL,"{'vertices': [[1224.56972, 1670.37599], [1843.02861, 1315.0911]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.99911605942457927986184002712851240229,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.129600419621576398995114844510,1.3.6.1.4.1.14519.5.2.1.1239.1759.264718138010810157908411419872,line,Pectoralis,"{'vertices': [[1904.43588, 1468.60926], [1334.22555, 100.10448]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.99911605942457927986184002712851240229,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.130460368220507106853089047027,1.3.6.1.4.1.14519.5.2.1.1239.1759.123873605148218897332898655938,bounding_box,Nipple,"{'x': 833.00841, 'y': 1722.96237, 'width': 119.8667, 'height': 119.8667}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.88238000864554816728477810544733333336,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.130460368220507106853089047027,1.3.6.1.4.1.14519.5.2.1.1239.1759.123873605148218897332898655938,line,PNL,"{'vertices': [[891.21599, 1784.41806], [44.67297, 1275.615]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.88238000864554816728477810544733333336,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.130460368220507106853089047027,1.3.6.1.4.1.14519.5.2.1.1239.1759.123873605148218897332898655938,line,Pectoralis,"{'vertices': [[0, 1394.0434], [513.99993, 3.60735]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.88238000864554816728477810544733333336,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.133046163851129809317721775711,1.3.6.1.4.1.14519.5.2.1.1239.1759.322800206469291014629043329032,bounding_box,Nipple,"{'x': 1205.99334, 'y': 1644.42903, 'width': 140.53333, 'height': 152.93335}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.37190273517586741504359439718714116182,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.133046163851129809317721775711,1.3.6.1.4.1.14519.5.2.1.1239.1759.322800206469291014629043329032,line,PNL,"{'vertices': [[1282.63564, 1701.07963], [1896.7083, 1218.59397]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.37190273517586741504359439718714116182,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.133046163851129809317721775711,1.3.6.1.4.1.14519.5.2.1.1239.1759.322800206469291014629043329032,line,Pectoralis,"{'vertices': [[1914, 1218.59407], [1304.56681, 139.58058]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.37190273517586741504359439718714116182,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.134676080895141842913981196492,1.3.6.1.4.1.14519.5.2.1.1239.1759.173030172471317717396887544034,bounding_box,Nipple,"{'x': 1350.65997, 'y': 1379.89565, 'width': 165.33337, 'height': 169.46667}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.52413358481006638028391604355505445074,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.134676080895141842913981196492,1.3.6.1.4.1.14519.5.2.1.1239.1759.173030172471317717396887544034,line,PNL,"{'vertices': [[1462.47121, 1455.45056], [1830.9148, 1236.1389]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.52413358481006638028391604355505445074,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.134676080895141842913981196492,1.3.6.1.4.1.14519.5.2.1.1239.1759.173030172471317717396887544034,line,Pectoralis,"{'vertices': [[1901.09453, 1433.5194], [1431.76757, 69.40085]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.52413358481006638028391604355505445074,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.136707270819076723873338279459,1.3.6.1.4.1.14519.5.2.1.1239.1759.319458731743216818125451180465,bounding_box,Nipple,"{'x': 1007.59331, 'y': 1313.7624, 'width': 181.8667, 'height': 157.06665}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.28611026849486899993146156790557217411,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.136707270819076723873338279459,1.3.6.1.4.1.14519.5.2.1.1239.1759.319458731743216818125451180465,line,PNL,"{'vertices': [[1080.86891, 1385.27083], [1905.48077, 1117.7106]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.28611026849486899993146156790557217411,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.136707270819076723873338279459,1.3.6.1.4.1.14519.5.2.1.1239.1759.319458731743216818125451180465,line,Pectoralis,"{'vertices': [[1607.21691, 3.60735], [1905.48077, 1108.93814]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.28611026849486899993146156790557217411,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.138126089088676474409991184465,1.3.6.1.4.1.14519.5.2.1.1239.1759.308533786587864625610262529338,bounding_box,Nipple,"{'x': 854.66001, 'y': 1553.4957, 'width': 181.8667, 'height': 165.33337}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.81736802198985425450268680793742887484,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.138126089088676474409991184465,1.3.6.1.4.1.14519.5.2.1.1239.1759.308533786587864625610262529338,line,PNL,"{'vertices': [[927.35075, 1648.44483], [1901.09453, 1174.73163]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.81736802198985425450268680793742887484,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.138126089088676474409991184465,1.3.6.1.4.1.14519.5.2.1.1239.1759.308533786587864625610262529338,line,Pectoralis,"{'vertices': [[1905.48077, 1183.5041], [1431.76757, 43.08345]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.81736802198985425450268680793742887484,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.140684394285129506604179504657,1.3.6.1.4.1.14519.5.2.1.1239.1759.953035807904526622474392834156,bounding_box,Nipple,"{'x': 642.87507, 'y': 1838.6957, 'width': 157.06671, 'height': 115.73328}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.13173300293916336644118699002588576301,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.140684394285129506604179504657,1.3.6.1.4.1.14519.5.2.1.1239.1759.953035807904526622474392834156,line,PNL,"{'vertices': [[737.69783, 1894.07389], [9.58311, 1240.52513]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.13173300293916336644118699002588576301,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.140684394285129506604179504657,1.3.6.1.4.1.14519.5.2.1.1239.1759.953035807904526622474392834156,line,Pectoralis,"{'vertices': [[0.81064, 1240.52513], [579.79339, 157.12551]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.13173300293916336644118699002588576301,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.144156665167915469311644290898,1.3.6.1.4.1.14519.5.2.1.1239.1759.843495144286539191678527411331,bounding_box,Nipple,"{'x': 1098.52668, 'y': 1243.4957, 'width': 111.59998, 'height': 140.53333}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.60777338658628116963414655040749621695,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.144156665167915469311644290898,1.3.6.1.4.1.14519.5.2.1.1239.1759.843495144286539191678527411331,line,PNL,"{'vertices': [[1168.59358, 1301.9324], [1901.09453, 907.17141]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.60777338658628116963414655040749621695,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.144156665167915469311644290898,1.3.6.1.4.1.14519.5.2.1.1239.1759.843495144286539191678527411331,line,Pectoralis,"{'vertices': [[1905.48077, 907.17141], [1335.27044, 86.94578]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.60777338658628116963414655040749621695,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.146714687862539669647716415010,1.3.6.1.4.1.14519.5.2.1.1239.1759.157198072471080954117472792707,bounding_box,Nipple,"{'x': 444.47507, 'y': 1305.4957, 'width': 161.20004, 'height': 148.80005}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.65703685365263941488916931054944586369,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.146714687862539669647716415010,1.3.6.1.4.1.14519.5.2.1.1239.1759.157198072471080954117472792707,line,PNL,"{'vertices': [[540.31733, 1380.8846], [101.694, 1126.48307]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.65703685365263941488916931054944586369,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.146714687862539669647716415010,1.3.6.1.4.1.14519.5.2.1.1239.1759.157198072471080954117472792707,line,Pectoralis,"{'vertices': [[18.35557, 1306.31863], [531.54488, 122.03565]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.65703685365263941488916931054944586369,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.150378404452145174884134256388,1.3.6.1.4.1.14519.5.2.1.1239.1759.204045041366359416888630578587,bounding_box,Nipple,"{'x': 1131.59332, 'y': 1479.0957, 'width': 119.8667, 'height': 144.66663}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.75480411601748845876357296389428203920,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.150378404452145174884134256388,1.3.6.1.4.1.14519.5.2.1.1239.1759.204045041366359416888630578587,line,PNL,"{'vertices': [[1194.91098, 1560.72016], [1892.32207, 1275.615]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.75480411601748845876357296389428203920,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.150378404452145174884134256388,1.3.6.1.4.1.14519.5.2.1.1239.1759.204045041366359416888630578587,line,Pectoralis,"{'vertices': [[1901.09453, 1280.00123], [1401.06394, 21.15228]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.75480411601748845876357296389428203920,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.151450551934959098227497949864,1.3.6.1.4.1.14519.5.2.1.1239.1759.153683763488062384790780479936,bounding_box,Nipple,"{'x': 630.47509, 'y': 1702.2957, 'width': 136.40002, 'height': 169.46667}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.59252648795550286499159269084115377299,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.151450551934959098227497949864,1.3.6.1.4.1.14519.5.2.1.1239.1759.153683763488062384790780479936,line,PNL,"{'vertices': [[689.44926, 1797.57676], [22.7418, 1490.54037]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.59252648795550286499159269084115377299,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.151450551934959098227497949864,1.3.6.1.4.1.14519.5.2.1.1239.1759.153683763488062384790780479936,line,Pectoralis,"{'vertices': [[9.58311, 1547.56146], [430.6615, 183.44292]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.59252648795550286499159269084115377299,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.155392701194392642959178647737,1.3.6.1.4.1.14519.5.2.1.1239.1759.144055371665759397872363001965,bounding_box,Nipple,"{'x': 613.94182, 'y': 1656.82903, 'width': 144.66663, 'height': 173.59998}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12626505695243398037658324712017978641,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.155392701194392642959178647737,1.3.6.1.4.1.14519.5.2.1.1239.1759.144055371665759397872363001965,line,PNL,"{'vertices': [[680.6768, 1740.55573], [31.51427, 1415.97446]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12626505695243398037658324712017978641,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.155392701194392642959178647737,1.3.6.1.4.1.14519.5.2.1.1239.1759.144055371665759397872363001965,line,Pectoralis,"{'vertices': [[13.96934, 1459.8368], [513.99993, 25.53852]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.12626505695243398037658324712017978641,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.157391121519087395607442598123,1.3.6.1.4.1.14519.5.2.1.1239.1759.263353217009351442141978960241,bounding_box,Nipple,"{'x': 1098.52668, 'y': 1487.36237, 'width': 152.93335, 'height': 165.33337}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10440019305233043244139553711780066093,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.157391121519087395607442598123,1.3.6.1.4.1.14519.5.2.1.1239.1759.263353217009351442141978960241,line,PNL,"{'vertices': [[1172.97981, 1560.72016], [1901.09453, 1192.27657]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10440019305233043244139553711780066093,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.157391121519087395607442598123,1.3.6.1.4.1.14519.5.2.1.1239.1759.263353217009351442141978960241,line,Pectoralis,"{'vertices': [[1905.48077, 1187.89033], [1409.83641, 47.46968]]}",Good,2294,1914,R-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10440019305233043244139553711780066093,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.164523273499427813705131963673,1.3.6.1.4.1.14519.5.2.1.1239.1759.221017940229399154739816520043,bounding_box,Nipple,"{'x': 403.14177, 'y': 1429.4957, 'width': 165.33334, 'height': 152.93335}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10742008858378961107165665032215693629,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.164523273499427813705131963673,1.3.6.1.4.1.14519.5.2.1.1239.1759.221017940229399154739816520043,line,PNL,"{'vertices': [[448.20643, 1490.54043], [53.44544, 1192.27657]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10742008858378961107165665032215693629,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.164523273499427813705131963673,1.3.6.1.4.1.14519.5.2.1.1239.1759.221017940229399154739816520043,line,Pectoralis,"{'vertices': [[9.58311, 1253.68383], [492.06877, 130.80812]]}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.10742008858378961107165665032215693629,,,Test
1.3.6.1.4.1.14519.5.2.1.1239.1759.165544081838084959951215073213,1.3.6.1.4.1.14519.5.2.1.1239.1759.282642997052168770893442936208,bounding_box,Nipple,"{'x': 506.47512, 'y': 1446.02903, 'width': 198.39999, 'height': 157.06677}",Good,2294,1914,L-MLO,0.094090909\0.094090909,1.2.826.0.1.3680043.8.498.72603523167122251947315981635459288119,,,Test
